Year,Session Type,Session Title,Division/Unit,Chair Name,Chair Affiliation
2015,Paper Session,Managing Interaction in Medical Encounters and Troubles Talk,Language & Social Interaction,Jessica Sarah Robles,University of Washington
2015,Paper Session,Promising Student Work in Information Systems,Information Systems,Kevin Wise,U of Illinois
2015,Paper Session,"Voice and Experience in Mediated Civil Society: Conditions, Limitations, and Metaphors","Philosophy, Theory and Critique",Paula M Gardner,OCAD University
2015,Paper Session,Emerging Methods and Measures in Game Studies,Game Studies,Julia Kneer,Erasmus University Rotterdam
2015,Paper Session,"Inventing Communities, Spheres, and Publics",Communication History,Nicole Maurantonio,U of Richmond
2015,Paper Session,Intergroup Communication Research in Progress,Intergroup Communication,,
2015,Paper Session,Top Papers in Instructional and Developmental Communication Division,Instructional & Developmental Communication,Aaron R. Boyson,U of Minnesota - Duluth
2015,Paper Session,"Health Message Framing: Fear, Gain/Loss, Emotions",Health Communication,Alla Kushniryk,Mount Saint Vincent U
2015,Paper Session,Focusing Theories on Communication and Technology #2,Communication and Technology,Artemio Ramirez,Jr.
2015,Paper Session,Political Facebooking,Communication and Technology,Michael Latzer,U of Zurich - IPMZ
2015,Paper Session,Communication Law and Policy Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2015,Paper Session,Health Communication About HPV,Health Communication,Liz Jones,Griffith U
2015,Paper Session,"Group and Work Team Interactions: Antecedents, Processes, and Outcomes",Organizational Communication,Lisa Volk Chewning,Pennsylvania State U - Abington
2015,Paper Session,Advances in Content Analysis,Mass Communication,Mark Boukes,University of Amsterdam / ASCoR
2015,Paper Session,Issues in Narrative Research,Mass Communication,Lance Holbert,Temple U
2015,Paper Session,Cutting Edge Research on Parental Mediation of their Children's Media Use,Children Adolescents and the Media,Colleen Elizabeth Russo,Vanderbilt U
2015,Paper Session,WomXn Working in the Intersections: Intersecting Experiences and Problematics of WomXn in the Workplace,Feminist Scholarship,Fatima Zahrae Chrifi Alaoui,Georgetown University
2015,Paper Session,Always There When I Need You!: Providing Social Support in Close Relationships,Interpersonal Communication,Lucas Youngvorst,University of Minnesota - Twin Cities
2015,Paper Session,Best Student Papers in Public Relations,Public Relations,Jennifer L. Bartlett,Queensland U of Technology
2015,Paper Session,"B.E.S.T.: Organizations, Communication, and Technology",Organizational Communication,Craig R. Scott,Rutgers U
2015,Paper Session,Social Influence in Social Media,Communication and Technology,Sandra Braman,U of Wisconsin - Milwaukee
2015,Paper Session,"Smoking, Stigma, Social Support: High Density Panel in Health Communication",Health Communication,Rachael A Record,University of Kentucky
2015,Paper Session,Media and Communities Across the Life Span: Facing an Environmental Crisis,Environmental Communication,Fadia Hasan,University of Massachusetts Amhert
2015,Paper Session,Advances in Visual Communication Studies: New Challenges and New Frameworks,Visual Communication Studies,Katharina Lobinger,University of Bremen
2015,Paper Session,Focusing Theories on Communication and Technology #3,Communication and Technology,Miguel Vicente-Marino,University of Valladolid
2015,Paper Session,Health Communication Media Effects,Mass Communication,Lance Holbert,Temple U
2015,Paper Session,"Health News: Autism, Hep B, HIV",Health Communication,Nadine A. Yehya,American U of Beirut
2015,Paper Session,"Transnational Media, Cultural Knowledge, and Local/Global Identities",Popular Communication,Lillian Boxman-Shabtai,Northwestern University
2015,Paper Session,Experimental Studies of News and Journalism,Journalism Studies,Christer Clerwall,Karlstad University
2015,Paper Session,"Finding Myself, for Better or Worse: Adolescents and Media",Children Adolescents and the Media,Kathryn C. Montgomery,American U
2015,Paper Session,Free and Digital Labor of Women: Technofeminist Examinations of Cyber-Inequality and the Politics of (In)visibility,Feminist Scholarship,Radhika Gajjala,Bowling Green State University
2015,Paper Session,Top Four Papers in Interpersonal Communication,Interpersonal Communication,,
2015,Paper Session,"Discourse, Disasters, and Place",Global Communication and Social Change,Paolo Sigismondi,U of Southern California
2015,Paper Session,Top Four Faculty Papers in Communication and Technology,Communication and Technology,Joseph D. Straubhaar,U of Texas - Austin
2015,Paper Session,Best Faculty Papers in Public Relations,Public Relations,Jennifer L. Bartlett,Queensland U of Technology
2015,Paper Session,"Shame, Hackers, and Nonhumans: Control and Resistance in New Media","Philosophy, Theory and Critique",Jayson Harsin,CUNY-Baruch College
2015,Paper Session,"Alcohol, Diet, Behavior Change: High-Density Panel in Public Health Communication",Health Communication,Elisabeth Bigsby,U of Illinois
2015,Paper Session,CLAP Conference Theme Session: Communication Law and Policy Issues Across the Life Span,Communication Law & Policy,Seamus Simpson,U of Salford
2015,Paper Session,Communicating Science and Environmental Issues: Addressing Challenges and Controversies,Environmental Communication,Miguel Vicente-Marino,University of Valladolid
2015,Paper Session,Top Four Competitive Papers in Game Studies,Game Studies,Nicholas David Bowman,West Virginia U
2015,Paper Session,Narrative Persuasion Research,Mass Communication,Rick W. Busselle,Bowling Green State U
2015,Paper Session,"Social Media, Public Health, and Mental Health",Health Communication,Nehama Lewis,University of Haifa
2015,Paper Session,Focusing Theories on Communication and Technology #4,Communication and Technology,Yeuseung Kim,DePaul University
2015,Paper Session,Issues in the Study of Media Industries,Mass Communication,Glenn M. Leshner,U of Oklahoma
2015,Paper Session,"Patient Perspectives: Celebrities, Tanning, Vaccines",Health Communication,Gang (Kevin) Han,Iowa State U
2015,Paper Session,Intercultural Research in Cultural Adaptation,Intercultural Communication,Keith Edward Dilbeck,Erasmus U Rotterdam
2015,Paper Session,Advances in Advertising Research (TOP PAPER ENTRY),Mass Communication,Osei Appiah,Ohio State U
2015,Paper Session,"Mass Communication: Elevation, Meaningfulness, Altruism",Mass Communication,Sophie H Janicke,Florida State U
2015,Paper Session,Feminists Examine Violence and Heroism,Feminist Scholarship,Jonathan Matusitz,University of Central Florida
2015,Paper Session,Instructional and Developmental Lessons in Intended and Unintended Messages,Instructional & Developmental Communication,Sarah F. Rosaen,U of Michigan - Flint
2015,Paper Session,Global Pipes: Building Networks on Five Continents,Communication History,Caroline Jack,Cornell U
2015,Paper Session,"Environmental Journalism: Coverage, Reader Response, and Mediators",Environmental Communication,Kanni Huang,Michigan State University/IECA - International Environmental Communication Association
2015,Paper Session,Cancer Health Communication,Health Communication,Rebekah Nagler,U of Minnesota
2015,Paper Session,Children & Family Health Communication,Health Communication,Ashley P. Duggan,Boston College
2015,Paper Session,Issues With the Study of Media Use,Mass Communication,Thomas Burton Ksiazek,Villanova U
2015,Paper Session,"Love, Same-Sex Marriage, Story-Telling, and Sleeping Across the Lifespan",Theme Sessions,Amber Kelly Worthington,Pennsylvania State University
2015,Paper Session,Effects of Interpersonal Communication on Persuasion and Compliance Gaining,Interpersonal Communication,Tricia J. Burke,Texas State University
2015,Paper Session,"Coming of Age With Popular Media: Tracing Youth Cultures Through Screens, Comics, and the News",Popular Communication,Hilde Dy Van den Bulck,U of Antwerp
2015,Paper Session,"News and Journalism in Authoritarian, Postconflict, and Emerging Democracy Regimes",Journalism Studies,Henrik Ornebring,Karlstad U
2015,Paper Session,Advances in Public Opinion Research (TOP PAPER ENTRY),Mass Communication,Benjamin H. Detenber,Nanyang Technological U
2015,Paper Session,Anti-Smoking Messages and Campaigns,Health Communication,Nadine Bol,ASCoR
2015,Paper Session,"Children, Adolescents, and Media: Research Escalator 1",Children Adolescents and the Media,Sahara Byrne,Cornell U
2015,Paper Session,Health Messages for Adherence and Compliance,Health Communication,Kathryn Greene,Rutgers U
2015,Paper Session,Feminist Contributions to Global Communications Governance and Policy,Feminist Scholarship,Lisa M. McLaughlin,Miami U - Ohio
2015,Paper Session,Short Intercultural Presentations (SIPs),Intercultural Communication,Michael David Hazen,Wake Forest U
2015,Paper Session,Social Media Communications in Critical Situations,Public Relations,Sabine A. Einwiller,U of Vienna
2015,Paper Session,B.E.S.T.: Communication Networks in and Between Organizations,Organizational Communication,Craig R. Scott,Rutgers U
2015,Paper Session,Presenting the Self in Social Media,Communication and Technology,Caleb T. Carr,Illinois State University
2015,Paper Session,"News Content Analysis: New Issues, New Directions",Journalism Studies,Tim P. Vos,U of Missouri - Columbia
2015,Paper Session,Putting Theories to the Test,Instructional & Developmental Communication,Stephanie Kelly,North Carolina A and T State University
2015,Paper Session,Revisiting the Phenomenon of Game Addiction,Game Studies,,
2015,Paper Session,The Effects of News Coverage,Political Communication,Patricia Moy,U of Washington
2015,Paper Session,The Right to Speak and the Right to Remain Private,Communication Law & Policy,Manuel Puppis,U of Fribourg
2015,Paper Session,"Visuality, Space, and Place",Visual Communication Studies,Giorgia Aiello,U of Leeds
2015,Paper Session,Digital Media and Communications Activism,Global Communication and Social Change,Karin Gwinn Wilkins,U of Texas - Austin
2015,Paper Session,Framing: National and Global Issues,Journalism Studies,Rasmus Kleis Nielsen,U of Oxford
2015,Paper Session,Advances in Agenda Setting Research,Mass Communication,Wayne Wanta,U of Florida
2015,Paper Session,"Children, Adolescents, and Media: Research Escalator 2",Children Adolescents and the Media,Sahara Byrne,Cornell U
2015,Paper Session,A Much Anticipated Release: Exploring Reactions to Fifty Shades on Film,Feminist Scholarship,Melissa A. Click,U of Missouri - Columbia
2015,Paper Session,Short Intercultural Presentations (SIPs) #2,Intercultural Communication,Che Baysinger,Kaplan U
2015,Paper Session,Risk Communication and Perception,Public Relations,Mari Luz Zapata-Ramos,University of Puerto Rico
2015,Paper Session,Portrayals of Identity in and Around Video Games,Game Studies,Jaime Banks,West Virginia University
2015,Paper Session,Social Support via Social Media #1,Communication and Technology,Natalia Rybas,Indiana University East
2015,Paper Session,"Journalism, Metrics, and Big Data",Journalism Studies,Tanja Katarina Aitamurto,Stanford
2015,Paper Session,Playing Around With New Media Both in and As the Classroom,Instructional & Developmental Communication,Sarah F. Rosaen,U of Michigan - Flint
2015,Paper Session,"Exploring Creativity, Stress, Emotional Messages, and Classroom Discussions",Language & Social Interaction,Theresa R. Castor,U of Wisconsin - Parkside
2015,Paper Session,Health Technologies and Communication,Health Communication,Qinghua Yang,University of Miami
2015,Paper Session,Interpersonal Communication in the Health Care Context: Patients and Providers in Interaction,Interpersonal Communication,Erina L. MacGeorge,Penn State University
2015,Paper Session,Identity and Nation,Ethnicity and Race in Communication,Jason Edward Black,University of Alabama
